"status","article","brand","name","agentGuid","stock","imageUrl","imageSource","score","reason"
"found","45-8375","MASTER TOOL","Викрутка плоска SL3* 75 посилена MASTER TOOL 45-8375","B3B06156-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog/hR9eu6P5JB/hR9eu6P5JBf9a6de88b562db85f8ccc28b39cf450f_1425309184.jpg","https://tdp.com.ua/product/ploskaja-otvjortka-master-tool-45-8375.html","98","tdp"
"found","45-8510","MASTER TOOL","Викрутка плоска SL5*100 посилена MASTER TOOL 45-8510","B3B06158-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/Pr1QkzoYpG/Pr1QkzoYpG3aa3fd0a0a77d317d133b12932ed8494_1425309732.jpg","https://tdp.com.ua/product/ploskaja-otvjortka-master-tool-45-8510.html","98","tdp"
"found","45-8610","MASTER TOOL","Викрутка плоска SL6*100 посилена MASTER TOOL 45-8610","B3B0615E-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/KMTfYPFbWz/KMTfYPFbWz3aa3fd0a0a77d317d133b12932ed8494_1425310377.jpg","https://tdp.com.ua/product/ploskaja-otvjortka-master-tool-45-8610.html","98","tdp"
"found","45-8515","MASTER TOOL","Викрутка плоска SL5*150 посилена MASTER TOOL 45-8515","B3B0615A-9EEA-11EB-AE88-BC5FF4F4F2AA","4","https://tdp.com.ua/images/catalog//1508853449_59a41ab8382a1a9d74bf993e8135cb46.jpg","https://tdp.com.ua/product/otvjortka-ploskaja-master-tool-5-x-150-45-8515.html","98","tdp"
"found","45-8615","MASTER TOOL","Викрутка плоска SL6*150 посилена MASTER TOOL 45-8615","B3B06160-9EEA-11EB-AE88-BC5FF4F4F2AA","4","https://tdp.com.ua/images/catalog/Gyd4Arft8N/Gyd4Arft8N3aa3fd0a0a77d317d133b12932ed8494_1425310490.jpg","https://tdp.com.ua/product/ploskaja-otvjortka-master-tool-45-8615.html","98","tdp"
"found","45-8815","MASTER TOOL","Викрутка плоска SL8*150 посилена MASTER TOOL 45-8815","B3B06162-9EEA-11EB-AE88-BC5FF4F4F2AA","6","https://tdp.com.ua/images/catalog/xS3vwZUgAk/xS3vwZUgAk3aa3fd0a0a77d317d133b12932ed8494_1425310645.jpg","https://tdp.com.ua/product/ploskaja-otvjortka-master-tool-45-8815-.html","98","tdp"
"found","45-8820","MASTER TOOL","Викрутка плоска SL8*200 посилена MASTER TOOL 45-8820","B3B06164-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog/7iqrBIFBoE/7iqrBIFBoE3aa3fd0a0a77d317d133b12932ed8494_1425310744.jpg","https://tdp.com.ua/product/ploskaja-otvjortka-master-tool-45-8820.html","98","tdp"
"found","45-8075","MASTER TOOL","Викрутка хрестова РН0* 75 посилена MASTER TOOL 45-8075","B3B06146-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog/oLqjKmhVZu/oLqjKmhVZu663d85a934b56be2c8c9af923661f768_1425306977.jpg","https://tdp.com.ua/product/krestovaja-otvjortka-master-tool-ph0x75-l150-45-8075.html","98","tdp"
"found","45-8110","MASTER TOOL","Викрутка хрестова РН1*100 посилена MASTER TOOL 45-8110","B3B06148-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog//1517298004_67fed36add2541888cf5b6d14206ca4b.jpg","https://tdp.com.ua/product/krestovaja-otvjortka-master-tool-ph1x100-l190-45-8110.html","98","tdp"
"found","45-8175","MASTER TOOL","Викрутка хрестова РН1* 75 посилена MASTER TOOL 45-8175","B3B0614C-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog/VleBugyJ2m/VleBugyJ2m663d85a934b56be2c8c9af923661f768_1425307825.jpg","https://tdp.com.ua/product/krestovaja-otvjortka-master-tool-ph1x75-l165-45-8175.html","98","tdp"
"found","45-8115","MASTER TOOL","Викрутка хрестова РН1*150 посилена MASTER TOOL 45-8115","B3B0614A-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog//1508243562_5ce04521b6bc2250db6fed6bb027eb30.jpg","https://tdp.com.ua/product/krestovaja-otvjortka-master-tool-ph1x150-l240-45-8115.html","98","tdp"
"found","45-8210","MASTER TOOL","Викрутка хрестова РН2*100 посилена MASTER TOOL 45-8210","B3B0614E-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog/Naox75Wg2k/Naox75Wg2k3795c33fbb7a60435170d13aef440f2c_1425308366.jpg","https://tdp.com.ua/product/krestovaja-otvjortka-master-tool-ph2x100-l200-45-8210.html","98","tdp"
"found","45-8215","MASTER TOOL","Викрутка хрестова РН2*150 посилена MASTER TOOL 45-8215","B3B06150-9EEA-11EB-AE88-BC5FF4F4F2AA","4","https://tdp.com.ua/images/catalog/Bo6Fxpr6jK/Bo6Fxpr6jK3795c33fbb7a60435170d13aef440f2c_1425308548.jpg","https://tdp.com.ua/product/krestovaja-otvjortka-master-tool-ph2x150-l250-45-8215.html","98","tdp"
"found","45-8315","MASTER TOOL","Викрутка хрестова РН3*150 посилена MASTER TOOL 45-8315","B3B06152-9EEA-11EB-AE88-BC5FF4F4F2AA","7","https://tdp.com.ua/images/catalog/tpPNSeCWzA/tpPNSeCWzA3795c33fbb7a60435170d13aef440f2c_1425308703.jpg","https://tdp.com.ua/product/krestovaja-otvjortka-master-tool-ph3x150-l260-45-8315.html","98","tdp"
"found","45-8320","MASTER TOOL","Викрутка хрестова РН3*200 посилена MASTER TOOL 45-8320","B3B06154-9EEA-11EB-AE88-BC5FF4F4F2AA","6","https://tdp.com.ua/images/catalog//1561621105_f3ccd.jpg","https://tdp.com.ua/product/krestovaja-otvjortka-master-tool-ph3x200-l310-45-8320.html","98","tdp"
"found","49-5210","MASTER TOOL","Викрутка хрестова РН2*100 ударна MASTER TOOL 49-5210","B3B06168-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog//1512466005_32477b9e4abfddc67181f46bb401285a.jpg","https://tdp.com.ua/product/otvjortka-krestovaja-master-tool-rn2x100mm-udarnaja-49-5210.html","98","tdp"
"found","49-5320","MASTER TOOL","Викрутка хрестова РН3*200 ударна MASTER TOOL 49-5320","B3B0616E-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog//1512463421_32477b9e4abfddc67181f46bb401285a.jpg","https://tdp.com.ua/product/otvjortka-krestovaja-master-tool-rn3x200mm-udarnaja-49-5320.html","98","tdp"
"found","40-1504","MASTER TOOL","Набір викруток 3шт (PH1*100, 2*100, SL5*100) MASTER TOOL 40-1504","B3B061C0-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/7tE15xAPWBnSV7t6yqIe/7tE15xAPWBnSV7t6yqIec3ccf50cb6_1447337811.jpg","https://tdp.com.ua/product/nabor-otvjortok-master-tool-40-1504-3-sht.html","98","tdp"
"found","43-0006","MASTER TOOL","Викрутка прецизійна PH00*50 MASTER TOOL 43-0006","B3B061AA-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://cdn.27.ua/sc--media--prod/default/ef/2d/69/ef2d6921-1092-4121-b8f1-ab0b316cde4b.jpg","https://epicentrk.ua/shop/mplc-vikrutka-precizijna-mastertool-ph00x50-mm-43-0006-1f0f5398-75e3-6e4c-833d-e1e3d5ad3ac7.html","97","epicentr"
"found","43-0005","MASTER TOOL","Викрутка прецизійна PH000*50 MASTER TOOL 43-0005","B3B061A8-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://cdn.27.ua/sc--media--prod/default/98/e1/0e/98e10e0d-232f-4c18-a962-f423ddb91b34.jpg","https://epicentrk.ua/shop/mplc-vikrutka-precizijna-mastertool-ph000x50-mm-43-0005-1f0f5398-754d-69b0-94f3-e1e3d5ad3ac7.html","97","epicentr"
"found","40-1505","MASTER TOOL","Набір викруток 5 шт (PH0 * 75, 1 * 75, 2 * 100, SL5 * 75, 6 * 100) MASTER TOOL 40-1505","B3B061C2-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/UiUeHQnkrU8Sr2Ecksgo/UiUeHQnkrU8Sr2Ecksgod1e9384f5b_1447336162.jpg","https://tdp.com.ua/product/nabor-otvjortok-master-tool-40-1505-5-sht.html","98","tdp"
"found","30-0604","MASTER TOOL","Виска будівельна циліндрична, 100 г MASTER TOOL 30-0604","BA14D3D5-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/799/92/92/2724498_2.jpeg","https://epicentrk.ua/shop/vysok-mastertool-tsylindrychnyi-100-h-shnur-l-5-m-30-0604.html","97","epicentr"
"found","78-0240","MASTER TOOL","Вороток L-образный 1/2"", 400 мм, CRV MASTER TOOL 78-0240","B3B06334-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/8c/5e/b9/8c5eb9de-ec03-48ea-b883-9c3db0c5c050.jpg","https://epicentrk.ua/shop/mplc-vorotok-l-podibnii-mastertool-gm-crv-1-2-400-mm-78-0240-1ec75130-0b9a-65d4-a2b4-53ffa84bdf19.html","97","epicentr"
"found","78-0228","MASTER TOOL","Вороток L-подібний 1/2"", 280 мм, CRV MASTER TOOL 78-0228","B3B06332-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://cdn.27.ua/sc--media--prod/default/71/d2/98/71d29836-bd44-4dbc-bb31-291705f46905.jpg","https://epicentrk.ua/shop/mplc-vorotok-l-podibnii-mastertool-gm-1-2-280-mm-crv-78-0228-1ec2a566-4cbf-6f84-920d-5fd9b3d868ea.html","97","epicentr"
"found","78-0226","MASTER TOOL","Вороток Т-подібний 1/2"", 250 мм, CRV MASTER TOOL 78-0226","B3B06330-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/799/7c/37/7044151_1.jpeg","https://epicentrk.ua/shop/vorotok-t-obraznyi-1-2-250-mm-crv-mastertool-1-sht-78-0226.html","97","epicentr"
"skipped","78-0086","MASTER TOOL","Перехідник 1/2""H-3/8""B з отвором для коміра, CRV MASTER TOOL 78-0086","B3B06322-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","78-0085","MASTER TOOL","Перехідник 1/2""В - 3/8""Н CRV MASTER TOOL 78-0085","B3B06320-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","78-0087","MASTER TOOL","Перехідник 1/4"" квадрат - 1/4"" шестигранник, 25мм, CRV MASTER TOOL 78-0087","B3B06324-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","78-0083","MASTER TOOL","Перехідник 3/8""В - 1/4""Н CRV MASTER TOOL 78-0083","B3B0631C-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","78-0084","MASTER TOOL","Перехідник 3/8""Н-1/2""В CRV MASTER TOOL 78-0084","B3B0631E-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"found","78-0411","MASTER TOOL","Вороток Т-подібний 1/4"", 110 мм, CRV MASTER TOOL 78-0411","B3B06336-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/25/e1/60/25e1606a-1dd5-46f3-81db-fcc967c14b3c.jpg","https://epicentrk.ua/shop/mplc-vorotok-t-podibnii-mastertool-gm-crv-1-4-78-0411-1ec7516c-0fcd-6dd6-9a18-031bc818022f.html","97","epicentr"
"found","78-0088","MASTER TOOL","Перехідник 1/2"" квадрат - 1/2"" шестигранник 38 мм CRV MASTER TOOL 78-0088","D63F0064-2989-11F0-A455-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/PHPqO5HsKP_78-0088/1777464815_8e96a.jpg","https://tdp.com.ua/product/perehidnik-dlja-golovok-torcevih-mastertool-38-mm-78-0088.html","98","tdp"
"found","78-0212","MASTER TOOL","Подовжувач 1/2"" 125 мм CRV MASTER TOOL 78-0212","B3B0632A-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/WufACxtSGs/WufACxtSGs4abd95843c9ae97191f360eb95651941_1425549504.jpg","https://tdp.com.ua/product/-udlinitel-master-tool-78-0212-125-mm.html","98","tdp"
"found","78-0225","MASTER TOOL","Подовжувач 1/2"" 250 мм CRV MASTER TOOL 78-0225","B3B0632E-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/zHOQ9nn9sI/zHOQ9nn9sI4abd95843c9ae97191f360eb95651941_1425549635.jpg","https://tdp.com.ua/product/udlinitel-master-tool-78-0225-150-mm.html","98","tdp"
"found","78-0415","MASTER TOOL","Подовжувач 1/4"" 150 мм CRV MASTER TOOL 78-0415","B3B06338-9EEA-11EB-AE88-BC5FF4F4F2AA","7","https://tdp.com.ua/images/catalog/J6ZM7jfxLI/J6ZM7jfxLIa8afcd57629d8ef6c6deadd159a72076_1425552541.jpg","https://tdp.com.ua/product/-udlinitel-master-tool-78-0415.html","98","tdp"
"found","78-0218","MASTER TOOL","Подовжувач гнучкий 1/2"" 180 мм CRV MASTER TOOL 78-0218","B3B0632C-9EEA-11EB-AE88-BC5FF4F4F2AA","4","https://cdn.27.ua/sc--media--prod/default/98/c9/79/98c97902-50ea-4a30-962a-565324a44dd8.jpg","https://epicentrk.ua/shop/mplc-podovzhuvach-gnuchkii-mastertool-gm-crv-180-mm-78-0218-1ecf39d4-9d55-6958-86e8-65d42803d271.html","97","epicentr"
"found","78-0082","MASTER TOOL","Шарнір карданний 1/2"" CRV MASTER TOOL 78-0082","B3B0631A-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://cdn.27.ua/sc--media--prod/default/00/81/1d/00811d05-bd3c-442e-8222-7adb9d8530ab.jpg","https://epicentrk.ua/shop/mplc-sarnir-kardannij-mastertool-gm-1-2-crv-78-0082-1ef24a6a-d71d-6824-9147-257598659e2c.html","97","epicentr"
"found","78-0416","MASTER TOOL","Подовжувач гнучкий 1/4"" 150 мм CRV MASTER TOOL 78-0416","B3B0633A-9EEA-11EB-AE88-BC5FF4F4F2AA","5","https://cdn.27.ua/sc--media--prod/default/9a/b7/89/9ab7897e-573c-467c-a5d3-014ab55dccfc.jpg","https://epicentrk.ua/shop/mplc-podovzuvac-gnuckij-mastertool-gm-crv-1-4-150-mm-78-0416-1ef249c4-9055-6780-b01b-b3668a8e4b80.html","97","epicentr"
"found","73-0117","MASTER TOOL","Ключ балонний 17 мм 350х14 мм MASTER TOOL 73-0117","BB50E658-6178-11EC-89C3-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/KCO59M4qRw/KCO59M4qRwc8351607edc237574bb893b06f4ee71b_1425454116.jpg","https://tdp.com.ua/product/kljuch-balonnyj-master-tool-73-0117-35014-mm.html","98","tdp"
"found","78-0080","MASTER TOOL","Шарнір карданний 1/4"" CRV MASTER TOOL 78-0080","B3B06316-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://cdn.27.ua/sc--media--prod/default/3e/4b/2a/3e4b2acc-8d37-4488-8a29-d4adde38b186.jpg","https://epicentrk.ua/shop/mplc-sarnir-kardannij-mastertool-gm-crv-1-4-78-0080-1ef1c12f-ed0b-6b00-9640-7f2e99be1f24.html","97","epicentr"
"found","73-0119","MASTER TOOL","Ключ балонний 19 мм 350х14 мм MASTER TOOL 73-0119","BB50E65A-6178-11EC-89C3-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/AqhiuKcybF/AqhiuKcybFc8351607edc237574bb893b06f4ee71b_1425454279.jpg","https://tdp.com.ua/product/kljuch-balonnyj-master-tool-73-0119-35014-mm-.html","98","tdp"
"found","78-0081","MASTER TOOL","Шарнір карданний 3/8"" CRV MASTER TOOL 78-0081","B3B06318-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://cdn.27.ua/799/7c/e7/7044327_1.jpeg","https://epicentrk.ua/shop/kardan-3-8-crv-78-0081-mastertool-78-0081.html","97","epicentr"
"found","73-0313","MASTER TOOL","Ключ балонний хрестовий посилений 17x19x21x1/2"" 350х16 мм MASTER TOOL 73-0313","BB50E65C-6178-11EC-89C3-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/mqy8GQ1IA3/mqy8GQ1IA32a70106efa372ebf54d5575d07b82f78_1425457421.jpg","https://tdp.com.ua/product/krestovoj-kljuch-master-tool-73-0313.html","98","tdp"
"skipped","44-5001","BURN GAS","Газовий балон бутан BURN GAS 220 г MASTER TOOL 44-5001","6F8F7C54-F6C7-11EC-9DF5-BC5FF4F4F2AA","25","","","","already_has_photo"
"found","73-0314","MASTER TOOL","Ключ балонний хрестовий посилений 17x19x21x22 мм 350х14 мм MASTER TOOL 73-0314","BB50E65E-6178-11EC-89C3-BC5FF4F4F2AA","2","https://cdn.27.ua/sc--media--prod/default/a2/d9/78/a2d978cf-cd60-4869-8e78-861574715019.jpg","https://epicentrk.ua/shop/mplc-klyuch-balonnii-khrestovii-mastertool-gm-73-0314-1ec75122-919b-6e7a-839e-77cea491b5e5.html","97","epicentr"
"found","92-0325","ГОСПОДАР","Петля СТРІЛА - 300 оцинкована ГОСПОДАР 92-0325","786379D0-2C12-11EC-9962-BC5FF4F4F2AA","2","https://cdn.27.ua/sc--media--prod/default/d4/0a/8a/d40a8a92-33c0-4602-831d-8e2fa92cadb8.jpg","https://epicentrk.ua/shop/mplc-petla-gospodar-strila-300-mm-ocinkovana-92-0325-24489-1ee2cbe1-3659-6fb2-bf12-01effb92567e.html","97","epicentr"
"found","92-0329","ГОСПОДАР","Петля зі скобою під замок 230 мм ГОСПОДАР 92-0329","CC586405-9EEA-11EB-AE88-BC5FF4F4F2AA","4","https://cdn.27.ua/sc--media--prod/default/6a/c2/a7/6ac2a7be-7a08-4cf5-8378-c2ce884df67c.jpg","https://epicentrk.ua/shop/mplc-petlya-zi-skoboyu-gospodar-pid-zamok-230-mm-92-0329-1ed4ad84-103c-6bce-8448-25a0d9490791.html","97","epicentr"
"skipped","14-6174","MASTER TOOL","Граблі садові 5 зубів з пластиковою ручкою та TPR покриттям 300*95 мм MASTER TOOL 14-6174","C0598A66-9EEA-11EB-AE88-BC5FF4F4F2AA","1","","","","already_has_photo"
"skipped","14-6173","MASTER TOOL","Розрихлювач садовий з пластиковою ручкою та TPR покриттям 385*60 мм MASTER TOOL 14-6173","C0598A64-9EEA-11EB-AE88-BC5FF4F4F2AA","4","","","","already_has_photo"
"found","92-1221","ГОСПОДАР","Підставка для ложки столової ГОСПОДАР 92-1221","CC5863B7-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/83/e7/cd/83e7cde7-602d-4dee-ba81-8db75b94ca23.jpg","https://epicentrk.ua/shop/mplc-pidstavka-dlya-lozhki-stolovoi-gospodar-92-1221-1ed56c86-c1ca-6b04-bb41-69fd150643df.html","97","epicentr"
"found","14-6179","MASTER TOOL","Граблі віялові 9 зубів із телескопічною металевою ручкою 750-1040х160 мм MASTERTOOL 14-6179","8BC7D0D1-8E64-11EC-BDD9-BC5FF4F4F2AA","4","https://cdn.27.ua/799/a7/2b/6530859_3.jpeg","https://epicentrk.ua/shop/grabelki-ruchnye-veernye-mastertool-9-zubov-14-6179.html","97","epicentr"
"found","14-6175","MASTER TOOL","Граблі віялові 9 зубів з пластиковою ручкою та TPR покриттям 420*145 мм MASTER TOOL 14-6175","C0598A68-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/799/a7/23/6530851_1.jpeg","https://epicentrk.ua/shop/grabelki-ruchnye-veernye-mastertool-420x145-mm-14-6175.html","97","epicentr"
"skipped","14-6206","MASTER TOOL","Граблі металеві кручені 10 зуб 305*100 мм MASTER TOOL 14-6206","D64585C2-BA01-11EB-81E7-BC5FF4F4F2AA","12","","","","already_has_photo"
"found","14-6233","MASTER TOOL","Граблі віялові розсувні фарбовані 18 зуб 500*390 мм (власне вироб.) MASTER TOOL 14-6233","C0598A42-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/EfDegZHIDm/1557153255_d4d43.jpg","https://tdp.com.ua/product/grabli-veernye-razdvizhnye-krashennye-master-tool-500390-mm-18-zubev-14-6233.html","98","tdp"
"found","14-6238","MASTER TOOL","Граблі металеві 9 зуб 430*60 мм (власне вироб.) MASTER TOOL 14-6238","C0598A44-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog/15PReeqn9C/1557146660_9a1b6.JPG","https://tdp.com.ua/product/grabli-metallicheskie-master-tool-44560-mm-9-zubev-14-6238.html","98","tdp"
"skipped","14-6201","MASTER TOOL","Граблі пластикові 13 зуб 635*150 мм MASTER TOOL 14-6201","C0598A38-9EEA-11EB-AE88-BC5FF4F4F2AA","9","","","","already_has_photo"
"skipped","14-6200","MASTER TOOL","Граблі пластикові 16 зубів 570*95 мм MASTER TOOL 14-6200","C0598A36-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","14-6196","MASTER TOOL","Граблі садові із подовженою дерев'яною ручкою 5 зубів 375*95 мм MASTER TOOL 14-6196","C0598A84-9EEA-11EB-AE88-BC5FF4F4F2AA","13","","","","already_has_photo"
"skipped","14-6195","MASTER TOOL","Розрихлювач садовий з подовженою дерев'яною ручкою 450*85 мм MASTER TOOL 14-6195","D64585CE-BA01-11EB-81E7-BC5FF4F4F2AA","14","","","","already_has_photo"
"found","08-0306","MASTER TOOL","Губка для шліфування Р 60 100*70*25 мм MASTER TOOL 08-0306","A7773CF7-9EEA-11EB-AE88-BC5FF4F4F2AA","5","https://tdp.com.ua/images/catalog/h6uApH2NLJ/1560257873_15600.jpg","https://tdp.com.ua/product/gubka-dlja-shlifovanija-mastertool-100x70x25-mm-p60-08-0306.html","98","tdp"
"found","08-0308","MASTER TOOL","Губка для шліфування Р 80 100*70*25 мм MASTER TOOL 08-0308","A7773CF9-9EEA-11EB-AE88-BC5FF4F4F2AA","5","https://tdp.com.ua/images/catalog/N2YpJ6xS0R/1560258207_15600.jpg","https://tdp.com.ua/product/gubka-dlja-shlifovanija-mastertool-100x70x25-mm-p80-08-0308.html","98","tdp"
"found","14-6293","ГОСПОДАР","Граблі металеві кручені ГУ-12 12 зубів 355*105 мм (власне вироб.) ГОСПОДАР 14-6293","0ACDF24E-EB5A-11EE-AF97-BC5FF4F4F2AA","3","https://cdn.27.ua/sc--media--prod/default/e2/56/62/e25662b8-781d-43ea-8d35-dd3dbc16597f.jpg","https://epicentrk.ua/shop/mplc-grabli-metalevi-kruceni-gospodar-gu-12-12-zubiv-355h105-mm-mt14-6293-1f12dcfb-c2e5-650c-8605-c17563fb5347.html","97","epicentr"
